Heading	Description	EventCatId	LogEvent	DisplayEvent	EventType	OverrideAlarm	Priority	RestoreEventCode	SendResetToPanel	ReponseRequired	Required2ndResponse	EventCode	EventClass	Auditting	UpdateStatus	StatusOptions	MobileNotification	EventColor	ChallengerCos	ChEvent	ChSubEvent	oPoint	sPoint	oUser	sUser	oJob	sJob	oFloor	sFloor	oRegion	sRegion				PageOnEvent	PageOnAck	PageOnRemoval
	UltraSync radio PPP event	4	1	1	0	0	60	0	0	0	0	807	64	0	0	0	0		0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	UltraSync radio CME event	4	1	1	0	0	60	0	0	0	0	808	64	0	0	0	0		0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Denial of service	4	1	1	1	0	60	853	0	0	0	852	64	0	0	0	0	0	32	ff	4f	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Denial of service restore	4	1	1	1	0	60	0	0	0	0	853	64	0	0	0	0		32	ff	50	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	UltraSync SIM2 link fail	4	1	1	1	0	60	857	0	0	0	856	64	0	0	0	0	0	32	ff	51	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	UltraSync SIM2 link restore	4	1	1	1	0	60	0	0	0	0	857	64	0	0	0	0		32	ff	52	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Incorrect model configured	4	1	1	0	0	60	0	0	0	0	858	21	0	0	0	0		0	ff	53	7	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Battery fault	4	1	1	2	0	50	363	0	0	0	362	61	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Battery fault restored	4	1	1	2	0	50	0	0	0	0	363	61	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Charger fault	4	1	1	2	0	50	365	0	0	0	364	61	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Charger fault restored	4	1	1	2	0	50	0	0	0	0	365	61	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Wiegand tamper	4	1	1	2	0	50	367	0	0	0	366	61	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Wiegand tamper restored	4	1	1	2	0	50	0	0	0	0	367	61	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	License configuration mismatched	4	1	1	0	0	60	0	0	0	0	867	61	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Started updating peripherial configuration	4	1	1	0	0	70	369	0	0	0	368	21	0	1	1	0		2	1d	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Finished configuring peripherial	4	1	1	2	0	70	0	0	0	0	369	21	0	1	0	0		2	1e	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
RAS Event Category										0																											
	PIN entered	5	1	1	0	0	60	0	0	0	0	8	25	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Duress entered	5	1	1	1	0	10	0	0	1	0	9	25	0	1	3	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Duress restored	5	1	1	2	0	10	0	0	0	0	10	25	0	1	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Offline	5	1	1	1	0	60	14	0	1	0	13	24	0	1	0	0	EF1111	3	0d	0	301	1	0	0	2	1	7	1	0	0	0	0	0	0	0	0
	Online	5	1	1	2	0	60	0	0	0	0	14	24	0	1	0	0		3	0e	0	301	1	0	0	2	1	7	1	0	0	0	0	0	0	0	0
	Tamper	5	1	1	1	0	50	44	0	1	0	43	24	0	1	1	0	EF1111	3	2b	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Tamper restored	5	1	1	2	0	50	0	0	0	0	44	24	0	1	0	0		3	2c	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Code attempts fail	5	1	1	0	0	70	0	0	0	0	45	24	0	0	0	0		3	2d	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	CPU restart	5	1	1	0	0	70	0	0	0	0	47	24	0	0	0	0		3	2f	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Encryption reset	5	1	1	0	0	70	0	0	0	0	49	24	0	0	0	0		3	31	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	DIP switch changed	5	1	1	0	0	70	0	0	0	0	51	24	0	0	0	0		3	33	0	301	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	De-polled	5	1	1	0	0	70	54	0	0	0	53	29	0	1	2	0		3	35	0	301	1	404	2	2	1	0	0	0	0	0	0	0	0	0	0
	Polled	5	1	1	2	0	70	0	0	0	0	54	29	0	1	2	0		3	36	0	301	1	404	2	2	1	0	0	0	0	0	0	0	0	0	0
	Isolated	5	1	1	0	0	70	56	0	0	0	55	29	0	1	3	0		3	37	0	301	1	404	2	2	1	0	0	0	0	0	0	0	0	0	0
	De-isolated	5	1	1	2	0	70	0	0	0	0	56	29	0	1	2	0		3	38	0	301	1	404	2	2	1	0	0	0	0	0	0	0	0	0	0
	Menu entered	5	1	1	0	0	70	193	0	0	0	192	25	0	0	2	0		3	c0	0	301	1	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Menu exited	5	1	1	2	0	70	0	0	0	0	193	25	0	0	2	0		3	c1	0	301	1	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Local alarm acknowledged	5	1	1	0	0	60	0	0	0	0	272	25	0	0	0	0		23	ff	11	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	User added	5	1	1	0	0	60	0	0	0	0	203	60	0	0	2	0		3	cb	0	301	1	6	2	104	2	0	0	0	0	0	0	0	0	0	0
	User deleted	5	1	1	0	0	60	0	0	0	0	204	60	0	0	2	0		3	cc	0	301	1	6	2	104	2	0	0	0	0	0	0	0	0	0	0
	Door group added	5	1	1	0	0	60	0	0	0	0	205	42	0	0	2	0		3	cd	0	301	1	6	2	104	2	0	0	0	0	0	0	0	0	0	0
	Floor group added	5	1	1	0	0	60	0	0	0	0	206	43	0	0	2	0		3	ce	0	301	1	6	2	104	2	0	0	0	0	0	0	0	0	0	0
	Holiday added	5	1	1	0	0	60	0	0	0	0	207	44	0	0	2	0		3	cf	0	301	1	6	2	104	2	0	0	0	0	0	0	0	0	0	0
	Time zone added	5	1	1	0	0	60	0	0	0	0	208	45	0	0	2	0		3	d0	0	301	1	6	2	104	2	0	0	1	1	2	0	0	0	0	0
	Area search - incomplete	5	1	1	1	0	60	0	0	1	0	97	24	0	1	1	0	EF1111	3	61	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0
	Area search - incomplete restored	5	1	1	2	0	60	0	0	0	0	98	24	0	1	0	0		3	62	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0
	Area search - fail	5	1	1	1	0	60	100	0	1	0	99	24	0	1	1	0	EF1111	3	63	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0
	Area search - fail restored	5	1	1	2	0	60	0	0	0	0	100	24	0	1	0	0		3	64	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0
	Battery fail	5	1	1	1	0	70	401	0	1	0	400	24	0	1	1	0	EF1111	3	e7	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Battery fail restored	5	1	1	2	0	70	0	0	0	0	401	24	0	1	0	0		3	e8	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Battery low	5	1	1	1	0	60	403	0	1	0	402	24	0	1	1	0	EF1111	3	e9	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Battery low restored	5	1	1	2	0	60	0	0	0	0	403	24	0	1	0	0		3	ea	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Mains fail	5	1	1	1	0	60	405	0	1	0	404	24	0	1	1	0	EF1111	3	eb	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Mains restored	5	1	1	2	0	60	0	0	0	0	405	24	0	1	0	0		3	ec	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Program mode entered	5	1	1	0	0	70	407	0	0	0	406	25	0	0	0	0		0	0	0	301	1	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Program mode exited	5	1	1	2	0	70	0	0	0	0	407	25	0	0	0	0		0	0	0	301	1	404	2	0	0	0	0	0	0	0	0	0	0	0	0
RAS Access Event Category										0																											
	Access denied - out of time zone	5	1	1	0	0	80	0	0	0	0	663	25	0	0	2	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access granted	5	1	1	0	0	80	0	0	0	0	668	25	0	1	2	0	8000	0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Inactive card badged	5	1	1	1	0	50	0	0	1	0	678	26	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Void card badged	5	1	1	1	0	50	0	0	1	0	679	26	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Lost card badged	5	1	1	1	0	50	0	0	1	0	680	26	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Expired card badged	5	1	1	1	0	50	0	0	1	0	681	26	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - Unknown card	5	1	1	0	0	60	0	0	0	0	682	27	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Firmware upgrade initiate	5	1	1	0	0	60	686	0	0	0	684	24	0	1	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Send firmware - in progress	5	1	1	0	0	60	686	0	0	0	685	28	0	1	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Validating firmware file	5	1	1	0	0	60	0	0	0	0	704	24	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Upgrade task complete	5	1	1	0	0	60	0	0	0	0	686	24	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Firmware upgrade fail	5	1	1	0	0	60	0	0	0	0	687	27	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Access denied - void	5	1	1	0	0	80	0	0	0	0	688	25	0	0	2	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Status update	5	1	0	0	0	60	0	0	0	0	689	24	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Access denied - no area control	5	1	1	0	0	80	0	0	0	0	690	25	0	0	2	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - PIN not entered	5	1	1	0	0	80	0	0	0	0	691	25	0	0	2	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - PIN before card	5	1	1	0	0	80	0	0	0	0	692	25	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - dual custody timeout	5	1	1	0	0	80	0	0	0	0	693	25	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - alarm control invalid TZ	5	1	1	0	0	80	0	0	0	0	694	25	0	0	2	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Timed unlock	5	1	1	0	0	80	696	0	0	0	695	24	0	1	1	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Timed lock	5	1	1	2	0	80	0	0	0	0	696	24	0	1	0	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - not in group	5	1	1	0	0	80	0	0	0	0	697	25	0	0	2	0		0	0	0	0	0	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - invalid PIN	5	1	1	0	0	80	0	0	0	0	698	24	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - invalid Card/PIN	5	1	1	0	0	80	0	0	0	0	699	24	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Fault	5	1	1	1	0	40	701	1	1	0	700	66	0	1	1	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Fault restored	5	1	1	2	0	40	0	0	0	0	701	66	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Disabled	5	1	1	0	0	50	703	0	0	0	702	66	0	1	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Enabled	5	1	1	0	0	50	0	0	0	0	703	66	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Door Event Category										0																											
	Unlocked	6	1	1	0	0	80	135	0	0	0	134	39	0	1	1	0		4	86	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Locked	6	1	1	2	0	80	0	0	0	0	135	39	0	1	0	0		4	87	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Auto unLocked	6	1	1	0	0	80	137	0	0	0	136	17	0	1	1	0		4	88	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Auto locked	6	1	1	2	0	80	0	0	0	0	137	17	0	1	0	0		4	89	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Disabled	6	1	1	0	0	50	161	0	0	0	160	39	0	1	3	0		4	a0	0	101	1	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Enabled	6	1	1	0	0	50	0	0	0	0	161	39	0	1	2	0		4	a1	0	101	1	404	2	0	0	0	0	0	0	0	0	0	0	0	0
	Trace user	6	1	1	1	0	10	0	0	1	0	163	14	0	0	0	0	EF1111	14	a3	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Open	6	1	1	0	0	50	166	0	0	0	165	17	0	1	1	0		4	a5	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Closed	6	1	1	2	0	50	0	0	0	0	166	17	0	1	0	0		4	a6	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Forced	6	1	1	1	0	40	168	1	1	0	167	17	0	1	1	0	EF1111	4	a7	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Forced restored	6	1	1	2	0	40	0	0	0	0	168	17	0	1	0	0		4	a8	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Open too long	6	1	1	1	0	40	170	1	1	0	169	17	0	1	1	0	EF1111	4	a9	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Open too long restored	6	1	1	2	0	40	0	0	0	0	170	17	0	1	0	0		4	aa	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Unsecured	6	1	1	0	0	40	175	0	1	0	174	17	0	1	1	0		4	ae	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Secured	6	1	1	2	0	40	0	0	0	0	175	17	0	1	0	0		4	af	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Timed anti-passback release	6	1	1	0	0	50	0	0	0	0	178	40	0	0	2	0		14	b2	0	1	1	4	2	0	0	0	0	2	1	0	0	0	0	0	0
	Timed anti-passback buffer full	6	1	1	1	0	40	190	0	1	0	191	17	0	1	1	0	EF1111	4	be	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Timed anti-passback buffer restored	6	1	1	2	0	40	0	0	0	0	190	17	0	1	0	0		4	bf	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Disabled door readers	6	1	1	0	0	50	189	0	0	0	188	58	0	1	1	0		14	ab	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Enabled door readers	6	1	1	0	0	50	0	0	0	0	189	58	0	1	0	0		14	ac	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS tamper	6	1	1	0	0	50	198	0	1	0	197	17	0	0	1	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS tamper restored	6	1	1	0	0	50	0	0	0	0	198	17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS offline	6	1	1	0	0	50	214	0	1	0	213	17	0	0	1	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS online	6	1	1	0	0	50	0	0	0	0	214	17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS CPU restart	6	1	1	0	0	70	0	0	0	0	323	17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS encryption reset	6	1	1	0	0	70	0	0	0	0	324	17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS DIP switch changed	6	1	1	0	0	70	0	0	0	0	325	17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS isolated	6	1	1	0	0	70	328	0	0	0	328	17	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	RAS de-isolated	6	1	1	0	0	70	0	0	0	0	329	17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	PIN entered	6	1	1	0	0	60	0	0	0	0	330	14	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Duress entered	6	1	1	1	0	10	0	0	1	0	331	14	0	1	3	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Duress restored	6	1	1	2	0	10	0	0	0	0	332	14	0	1	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Fault	6	1	1	1	0	40	334	1	1	0	333	17	0	1	1	0	EF1111	4	dd	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Fault restored	6	1	1	2	0	40	0	0	0	0	334	17	0	1	0	0		4	de	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Input fault	6	1	1	1	0	40	336	1	1	0	335	17	0	1	1	0	EF1111	26	e1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Input fault restored	6	1	1	2	0	40	0	0	0	0	336	17	0	1	0	0		26	e2	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Egress input fault	6	1	1	1	0	40	338	1	1	0	337	17	0	1	1	0	EF1111	26	e3	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Egress input fault restored	6	1	1	2	0	40	0	0	0	0	338	17	0	1	0	0		26	e4	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Interlock 1 input fault	6	1	1	1	0	40	340	1	1	0	339	17	0	1	1	0	EF1111	26	e5	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Interlock 1 input fault restored	6	1	1	2	0	40	0	0	0	0	340	17	0	1	0	0		26	e6	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Reader fault	6	1	1	1	0	40	342	1	1	0	341	58	0	1	1	0	EF1111	14	ef	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Reader fault restored	6	1	1	2	0	40	0	0	0	0	342	58	0	1	0	0		14	f0	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Remote reader fault	6	1	1	1	0	40	349	1	1	0	348	68	0	1	1	0	EF1111	14	ef	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Remote reader fault restored	6	1	1	2	0	40	0	0	0	0	349	68	0	1	0	0		14	f0	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Reader disabled	6	1	1	1	0	40	351	1	1	0	350	58	0	1	1	0	EF1111	14	ab	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Reader enabled	6	1	1	2	0	40	0	0	0	0	351	58	0	1	0	0		14	ac	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Remote reader disabled	6	1	1	1	0	40	353	1	1	0	352	68	0	1	1	0	EF1111	14	ab	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Remote reader enabled	6	1	1	2	0	40	0	0	0	0	353	68	0	1	0	0		14	ac	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0
	Input 2 fault	6	1	1	1	0	40	355	1	1	0	354	17	0	1	1	0	EF1111	26	e1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Input 2 fault restored	6	1	1	2	0	40	0	0	0	0	355	17	0	1	0	0		26	e2	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Interlock 2 input fault	6	1	1	1	0	40	357	1	1	0	356	17	0	1	1	0	EF1111	26	e5	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Interlock 2 input fault restored	6	1	1	2	0	40	0	0	0	0	357	17	0	1	0	0		26	e6	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Interlock 3 input fault	6	1	1	1	0	40	359	1	1	0	358	17	0	1	1	0	EF1111	26	e5	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Interlock 3 input fault restored	6	1	1	2	0	40	0	0	0	0	359	17	0	1	0	0		26	e6	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Isolated alarms	6	1	1	0	0	40	361	1	1	0	360	17	0	1	1	0	0	4	fb	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
	Deisolated alarms	6	1	1	2	0	40	0	0	0	0	361	17	0	1	0	0		4	fc	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Door Access Event Category										0																											
	Access denied - void	6	1	1	0	0	80	0	0	0	0	139	14	0	0	2	0		14	8b	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - out of time zone	6	1	1	0	0	80	0	0	0	0	141	14	0	0	2	0		14	8d	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access granted - soft passback	6	1	1	0	0	80	0	0	0	0	142	62	0	0	2	0		14	8e	0	101	1	404	2	7	1	0	0	302	1	0	0	0	0	0	0
	Access denied - area secure	6	1	1	0	0	80	0	0	0	0	143	14	0	0	2	0		14	8f	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - hard passback	6	1	1	0	0	80	0	0	0	0	144	62	0	0	2	0		14	90	0	101	1	404	2	7	1	0	0	302	1	0	0	0	0	0	0
	Access denied - invalid Card/PIN	6	1	1	0	0	80	0	0	0	0	145	14	0	0	2	0		14	91	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access granted	6	1	1	0	0	80	0	0	0	0	146	14	0	1	2	0	8000	14	92	0	101	1	404	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access granted - region	6	1	1	0	0	80	0	0	0	0	147	15	0	1	2	0	8000	14	93	0	101	1	404	2	7	1	0	0	302	1	0	0	0	0	0	0
	Access granted - IN region	6	1	1	0	0	80	0	0	0	0	148	15	0	1	2	0	8000	14	94	0	101	1	404	2	7	1	0	0	302	1	0	0	0	0	0	0
	Access granted - OUT region	6	1	1	0	0	80	0	0	0	0	149	15	0	1	2	0	8000	14	95	0	101	1	404	2	7	1	0	0	302	1	0	0	0	0	0	0
	Access denied - dual custody	6	1	1	0	0	80	0	0	0	0	152	14	0	0	2	0		14	98	0	101	1	404	2	7	1	0	0	2	1	0	0	0	0	0	0
	Access granted - floor	6	1	1	0	0	80	0	0	0	0	153	47	0	1	2	0		5	99	0	302	1	404	2	7	1	101	1	0	0	0	0	0	0	0	0
	Access denied - invalid PIN	6	1	1	0	0	80	0	0	0	0	154	58	0	0	0	0		14	9a	0	101	1	0	0		0	0	0	0	0	0	0	0	0	0	0
	Access granted - job start	6	1	1	0	0	80	0	0	0	0	155	14	0	1	2	0	8000	14	9b	0	101	1	404	2	2	2	0	0	0	0	0	0	0	0	0	0
	Access granted - job stop	6	1	1	0	0	80	0	0	0	0	156	14	0	1	2	0	8000	14	9c	0	101	1	404	2	2	2	0	0	0	0	0	0	0	0	0	0
	Access granted - egress	6	1	1	0	0	80	0	0	0	0	157	17	0	1	0	0	8000	4	9d	0	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Inactive card badged	6	1	1	1	0	50	0	0	1	0	626	11	0	0	2	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Void card badged	6	1	1	1	0	50	0	0	1	0	627	11	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Lost card badged	6	1	1	1	0	50	0	0	1	0	628	11	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Expired card badged	6	1	1	1	0	50	0	0	1	0	629	11	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - Unknown card	6	1	1	0	0	60	0	0	0	0	75	16	0	0	0	0		17	4b	0	707	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Access granted - lift	6	1	1	0	0	80	0	0	0	0	630	53	0	1	2	0		25	d4	0	2	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0
Door Access NAC Event Category																																					
	Access denied - no area control	6	1	1	0	0	80	0	0	0	0	631	56	0	0	2	0		14	d5	0	1	1	4	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - PIN not entered	6	1	1	0	0	80	0	0	0	0	632	56	0	0	2	0		14	d6	0	1	1	4	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - PIN before card	6	1	1	0	0	80	0	0	0	0	633	56	0	0	2	0		14	d7	0	1	1	4	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - dual custody timeout	6	1	1	0	0	80	0	0	0	0	634	56	0	0	2	0		14	d8	0	1	1	4	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - alarm control invalid TZ	6	1	1	0	0	80	0	0	0	0	635	56	0	0	2	0		14	d9	0	1	1	4	2	7	1	0	0	0	0	0	0	0	0	0	0
	Timed unlock	6	1	1	0	0	80	637	0	0	0	636	39	0	1	3	0		4	da	0	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
	Timed lock	6	1	1	2	0	80	0	0	0	0	637	39	0	1	2	0		4	db	0	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - floor not in group	6	1	1	0	0	80	0	0	0	0	638	59	0	0	2	0		14	dc	0	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - not in group	6	1	1	0	0	80	0	0	0	0	140	56	0	0	2	0		14	8c	0	1	1	4	2	7	1	0	0	0	0	0	0	0	0	0	0
	Access denied - unknown card extended	6	1	1	0	0	60	0	0	0	0	237	16	0	0	0	0		31	ed	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0
	Access granted - user randomly selected	6	1	1	0	0	80	0	0	0	0	639	57	0	1	2	0		14	df	0	1	1	4	3	0	0	0	0	2	1	0	0	0	0	0	0
